Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age-Binning,Antiguedad-Binning,Estado
1,3,0,1,56,1,1,2,1,3,2,2,4,6,8,3,0,0,0,0,0,0,0,2,2,1
0,2,1,0,98,1,1,1,1,1,1,2,2,0,4,5,0,0,0,0,0,0,0,1,1,1
1,5,0,0,68,2,2,5,2,3,1,1,3,6,4,1,0,0,0,0,0,0,1,2,1,0
1,3,1,0,72,1,1,1,1,1,1,1,3,0,4,6,0,0,0,0,0,0,0,1,1,1
1,1,1,1,47,1,1,1,1,1,1,4,3,1,2,8,1,0,0,0,0,0,1,2,1,1
1,2,1,1,33,1,1,1,1,1,1,2,1,0,3,6,0,0,0,0,0,0,0,2,1,1
0,2,1,1,87,1,1,1,1,1,1,2,1,1,3,3,0,0,0,0,0,0,0,2,1,0
1,1,1,0,0,1,1,1,1,1,1,2,3,1,2,7,1,0,0,0,0,0,1,1,1,0
1,3,0,1,73,2,1,1,1,1,1,2,6,2,8,6,0,0,0,0,0,0,0,2,1,0
1,1,0,0,74,1,1,1,1,1,1,1,3,2,2,8,0,0,0,0,0,0,0,2,2,1
1,4,0,0,4,1,1,3,3,4,1,1,3,8,13,1,0,0,0,0,0,0,1,3,2,1
1,3,1,1,50,1,1,1,1,1,1,6,4,1,5,8,0,0,0,0,0,0,0,3,3,1
1,3,1,0,57,2,3,1,2,2,3,2,6,2,11,5,0,0,0,0,0,0,0,1,3,0
1,4,0,0,30,2,4,4,1,5,3,1,5,6,7,2,0,0,1,0,0,0,0,1,2,1
0,1,0,0,27,1,1,1,1,1,1,2,2,0,4,5,0,0,0,0,0,0,0,2,2,1
1,5,0,1,61,5,1,2,1,2,1,1,5,10,4,6,0,1,1,1,1,0,1,2,2,1
1,2,1,0,4,1,1,1,1,1,1,1,2,0,4,5,0,0,0,0,0,0,0,1,2,1
1,4,0,0,75,1,4,5,2,4,1,0,6,6,7,2,0,0,0,0,0,0,0,1,2,0
1,4,0,1,12,2,1,1,3,1,1,2,8,3,13,4,0,0,0,0,0,0,0,2,2,1
0,3,0,1,13,1,4,2,4,4,2,5,6,3,12,4,0,0,0,0,0,0,0,2,1,1
1,3,0,1,9,1,1,1,1,1,1,3,3,2,7,3,0,0,0,0,0,0,0,2,2,0
1,3,0,1,48,1,1,1,1,1,1,2,3,2,5,4,0,0,0,0,0,0,0,3,1,1
1,4,0,1,80,3,1,1,2,2,1,4,4,2,9,8,0,0,0,0,0,0,0,2,3,0
1,2,1,1,60,1,1,1,1,1,1,1,1,0,2,5,0,0,0,0,0,0,0,3,2,1
1,3,0,1,43,1,1,1,1,1,1,1,1,0,2,6,0,0,0,0,0,0,0,1,2,0
1,2,1,1,19,1,1,1,1,1,1,1,1,0,2,7,0,0,0,0,0,0,0,2,3,1
1,3,0,1,26,1,1,1,1,1,3,5,5,1,5,6,0,0,0,0,0,0,0,2,3,1
1,2,1,1,58,1,1,1,1,1,1,2,1,0,3,7,0,0,0,0,0,0,0,2,1,1
0,2,1,0,42,1,1,1,1,1,1,3,4,1,3,8,0,0,0,0,0,0,0,1,2,0
1,4,0,1,27,1,1,1,1,1,1,1,5,1,5,5,0,0,0,0,0,0,0,2,2,1
1,2,1,0,56,1,1,1,1,1,1,2,2,0,3,8,0,0,0,0,0,0,0,1,2,1
1,3,0,1,27,4,1,1,1,1,1,3,6,4,8,5,0,1,0,1,1,0,1,2,3,1
1,3,1,1,10,1,1,1,1,1,1,3,4,1,3,7,0,0,0,0,0,0,0,2,1,1
1,1,1,1,48,1,1,1,1,1,1,4,3,0,3,8,0,0,0,0,0,0,0,2,2,1
1,3,1,1,39,1,1,1,1,1,1,2,2,0,4,5,0,0,0,0,0,0,0,2,2,1
1,3,1,1,85,1,1,1,1,1,1,6,4,2,4,7,0,0,0,0,0,0,0,3,2,1
1,3,1,1,64,1,1,1,1,1,1,5,3,1,6,6,0,1,0,0,0,0,0,2,3,1
1,2,0,1,69,1,1,1,1,1,2,7,7,1,5,8,0,0,0,0,0,0,0,3,3,1
0,3,1,1,54,1,1,1,1,1,1,1,1,0,3,8,0,0,0,0,0,0,0,2,2,1
1,2,0,0,57,1,1,1,1,1,1,1,2,1,3,7,0,0,0,0,0,0,0,3,2,1
1,2,1,0,64,1,1,1,1,1,1,2,2,0,3,6,0,0,0,0,0,0,0,1,1,1
0,2,1,1,10,1,1,1,1,1,1,4,2,1,4,4,0,0,0,0,0,0,0,2,1,1
1,4,0,0,65,4,1,3,1,1,5,1,5,11,5,3,1,0,1,1,0,0,1,3,3,0
1,3,0,1,74,1,2,1,2,2,1,2,4,4,10,2,0,0,0,0,0,0,0,2,2,1
1,3,0,1,4,2,1,1,1,1,1,3,7,1,7,7,0,1,0,0,0,0,0,3,1,1
1,2,0,0,94,1,1,1,1,1,1,1,1,1,3,4,0,0,0,0,0,0,0,2,2,1
1,2,1,0,41,1,1,1,1,1,1,2,2,1,2,7,0,0,0,0,0,1,1,1,3,0
1,5,0,0,25,3,5,5,3,5,1,0,5,11,5,2,0,0,1,1,0,0,1,2,3,1
1,4,0,0,94,1,4,4,3,4,4,1,3,7,9,1,0,0,0,0,0,0,0,2,1,0
1,2,1,0,9,1,1,1,1,1,1,1,1,0,3,4,0,0,0,0,0,0,0,2,1,1
1,3,0,0,47,1,1,1,1,1,1,1,3,4,7,1,0,0,0,0,0,0,0,2,2,1
1,1,1,0,12,1,1,1,1,1,1,3,3,1,2,7,0,0,0,0,0,0,1,2,2,1
1,2,1,0,80,1,1,1,1,1,1,1,2,0,3,7,0,0,0,0,0,0,0,2,3,0
1,2,1,1,20,1,1,1,1,1,1,2,1,0,3,8,0,0,0,0,0,0,0,2,2,1
0,2,1,0,39,1,1,1,1,1,1,3,2,1,3,6,0,0,0,0,0,0,0,1,2,1
1,2,1,0,57,1,1,1,1,1,1,3,3,0,4,8,0,0,0,0,0,0,0,1,3,1
1,2,0,1,27,1,1,1,1,1,1,1,1,0,3,7,0,0,0,0,0,0,0,2,3,0
1,3,0,1,83,2,1,1,1,1,2,3,5,3,12,5,0,0,0,0,0,0,0,2,3,1
1,4,0,0,79,2,1,3,2,2,2,1,3,4,9,1,0,0,0,0,0,0,0,3,2,0
1,3,0,2,69,2,1,1,1,1,1,3,5,2,10,5,0,0,0,0,0,0,0,3,3,1
1,3,1,1,77,1,1,1,1,1,1,4,3,1,3,7,0,0,0,0,0,0,0,2,3,1
1,1,1,0,15,1,1,1,1,1,2,4,5,1,2,10,0,0,0,0,0,0,1,1,3,0
1,2,0,1,99,1,1,1,1,1,1,2,1,1,3,5,0,0,0,0,0,0,0,2,1,0
1,2,2,1,61,1,1,1,1,1,1,1,1,0,3,7,0,0,0,0,0,0,0,3,3,0
0,2,0,1,23,1,1,1,1,1,1,2,1,0,3,7,0,0,0,0,0,0,0,2,3,1
1,4,0,0,84,2,1,4,3,1,1,1,6,4,7,3,0,0,0,1,0,0,0,2,1,1
1,2,0,0,74,1,1,1,1,1,1,2,3,1,6,6,0,0,0,0,0,0,0,2,2,0
1,3,0,0,90,1,1,1,1,1,1,1,3,1,7,3,0,0,0,0,0,0,0,3,2,0
0,1,1,0,41,1,1,1,1,1,1,1,1,0,3,8,0,0,0,0,0,0,0,2,3,1
1,2,2,1,28,1,1,1,1,1,1,2,2,0,3,7,0,0,0,0,0,0,0,2,2,1
1,3,0,0,73,2,3,2,2,2,1,3,6,3,13,5,0,0,0,0,0,0,1,2,3,0
1,3,1,1,88,1,1,1,1,1,1,5,6,2,5,7,0,0,0,0,0,0,0,2,2,1
1,2,2,1,94,1,1,1,1,1,1,2,1,0,3,8,0,0,0,0,0,0,0,2,2,0
1,3,1,1,31,1,1,1,1,1,1,1,1,0,3,4,0,0,0,0,0,0,0,1,3,0
1,2,0,1,6,1,1,1,1,1,1,5,1,2,9,2,0,0,0,0,0,0,0,2,3,1
1,3,0,1,23,2,1,1,1,1,1,3,6,1,7,6,0,0,0,0,0,0,0,2,2,1
1,2,0,0,92,1,1,1,1,1,1,1,2,1,2,7,0,0,0,0,0,0,0,2,2,0
1,4,0,0,52,3,1,1,2,1,1,1,4,3,6,1,0,1,1,0,0,0,0,3,1,0
0,2,1,0,50,1,1,1,1,1,1,1,1,0,3,7,0,0,0,0,0,0,0,1,1,0
0,4,0,0,54,2,1,2,3,1,3,1,6,8,6,3,0,0,0,1,0,0,0,3,2,1
1,1,1,0,93,1,1,1,1,1,1,2,2,0,3,6,0,0,0,0,0,0,0,2,3,1
1,4,0,1,56,1,2,3,5,1,4,1,8,4,7,3,0,0,0,0,0,0,0,2,2,0
1,4,0,1,28,4,1,3,2,4,1,7,11,11,5,7,0,0,0,0,0,0,1,2,3,1
1,2,1,1,94,1,1,1,1,1,1,3,3,0,3,9,0,0,0,0,0,0,0,2,3,0
1,2,1,0,76,1,1,1,1,1,1,3,4,1,4,9,0,0,0,0,0,0,0,2,3,0
1,4,1,0,43,4,3,2,1,1,1,2,7,3,13,8,0,0,0,0,0,0,0,2,1,1
1,4,0,0,46,3,2,2,1,1,2,1,3,4,6,1,0,0,0,0,0,0,0,3,1,1
0,3,0,1,13,1,4,2,4,4,2,5,6,3,12,4,0,0,0,0,0,0,0,2,1,1
0,2,0,0,27,1,1,1,1,1,1,1,2,1,3,7,1,0,0,0,0,0,1,2,1,0
1,4,0,0,12,2,1,4,1,5,2,1,6,7,7,3,0,0,0,0,0,0,1,2,2,0
1,3,2,1,3,1,1,1,1,1,1,1,1,0,2,7,0,0,0,0,0,0,0,2,1,0
1,4,0,0,72,2,1,4,1,2,4,1,9,11,11,5,0,0,0,0,0,0,0,3,2,0
1,3,0,1,6,1,3,1,1,2,1,1,4,2,7,4,0,0,0,0,0,0,0,2,3,1
1,3,0,1,53,4,2,2,2,2,2,5,8,4,9,7,0,0,0,0,0,0,1,3,3,0
1,4,0,1,58,3,1,2,2,2,2,2,6,2,8,2,1,0,0,0,0,0,0,2,2,1
1,3,0,1,78,2,2,1,1,2,4,4,4,5,13,2,0,0,0,0,0,0,0,2,3,1
1,4,0,0,57,2,2,4,1,1,1,1,5,9,6,2,0,0,0,0,0,0,0,3,1,1
1,3,0,1,37,4,3,1,1,1,1,4,9,4,6,6,0,0,0,0,0,0,0,2,3,0
1,3,0,1,20,2,1,1,1,1,3,2,5,4,4,5,1,0,0,0,0,0,0,2,2,0
1,4,0,0,73,5,3,4,1,2,3,1,4,2,6,2,0,1,1,0,0,0,1,3,3,1
1,3,1,1,56,1,1,1,1,1,1,7,3,1,6,6,0,0,0,0,0,0,0,2,2,1
1,5,0,0,36,4,5,1,4,1,4,0,9,8,13,3,0,0,1,1,0,0,1,2,3,1
1,3,1,0,9,1,1,1,1,1,1,1,3,1,6,4,0,0,0,0,0,0,0,2,1,0
1,4,0,1,42,3,1,1,3,2,1,3,7,6,12,4,0,0,0,0,0,0,0,2,1,1
1,4,0,1,28,2,1,1,1,1,3,2,7,1,7,5,0,0,0,0,0,0,0,3,2,1
1,5,0,0,23,4,1,4,3,3,1,0,4,6,9,1,0,1,0,0,0,0,0,2,1,0
1,2,1,0,38,1,1,1,1,1,1,2,1,0,3,9,0,0,0,0,0,0,0,1,3,1
1,4,0,1,63,3,3,2,1,3,1,5,9,6,12,6,0,0,0,0,0,0,0,2,3,1
1,3,0,1,71,1,1,1,1,1,1,1,1,1,4,2,0,0,0,0,0,0,0,3,1,1
1,3,0,1,9,1,1,1,1,1,1,2,7,1,5,8,0,0,0,0,0,0,0,3,3,0
1,3,0,1,87,1,1,1,1,1,1,2,3,1,4,6,0,0,0,0,0,0,0,3,1,1
0,2,0,0,92,1,2,1,1,1,1,2,3,1,5,6,0,0,0,0,0,0,0,3,3,1
1,4,0,1,36,2,3,3,1,3,2,1,9,3,13,4,0,0,0,0,0,0,0,3,2,1
1,3,1,2,86,1,1,1,1,1,2,4,3,2,3,6,1,0,0,0,0,0,0,2,2,0
1,3,0,1,83,2,1,1,1,1,1,4,7,2,9,6,0,0,0,0,0,0,0,2,3,1
1,1,1,0,74,1,1,1,1,1,1,1,0,0,3,7,0,0,0,0,0,0,0,1,1,1
1,3,0,1,87,2,2,2,3,3,3,1,6,4,13,4,0,0,0,0,0,0,0,2,1,0
0,2,0,0,29,1,1,1,1,1,1,1,2,0,3,8,0,0,0,0,0,0,0,1,3,1
1,1,0,0,88,1,1,1,1,1,1,1,1,0,3,6,0,0,0,0,0,0,0,3,3,1
1,1,0,0,77,1,1,1,1,1,1,1,1,1,2,8,0,0,0,0,0,0,0,2,3,1
1,3,0,1,25,1,1,1,1,1,1,1,1,0,2,7,0,0,0,0,0,0,0,2,2,1
0,1,1,0,34,1,1,1,1,1,1,2,2,0,3,6,0,0,0,0,0,0,0,1,2,0
1,2,1,0,43,1,1,1,1,1,1,1,1,0,3,8,0,0,0,0,0,0,0,2,2,1
0,3,1,1,76,1,1,1,1,1,1,3,3,1,5,3,0,0,0,0,0,0,0,2,2,1
1,3,0,1,81,2,2,3,2,2,1,3,7,8,10,5,0,0,0,0,0,0,0,2,2,1
1,3,0,2,87,2,1,1,1,1,2,5,5,2,9,6,0,0,0,0,0,0,0,2,1,0
1,4,0,1,33,2,4,1,2,3,3,4,4,3,6,3,0,0,0,0,0,0,0,2,3,0
1,4,0,1,38,1,2,1,2,3,2,2,6,4,8,4,0,0,0,0,0,0,0,1,1,1
1,3,0,1,63,3,1,1,1,1,1,2,2,4,8,8,0,0,0,0,0,0,0,2,3,0
1,2,2,0,26,1,1,1,1,1,1,1,1,0,2,8,0,0,0,0,0,0,0,2,1,1
1,4,0,1,17,4,1,1,1,1,1,3,10,3,5,5,0,0,0,1,0,0,1,2,3,1
1,4,0,0,75,1,3,1,1,2,2,1,2,2,12,1,0,0,0,0,0,0,0,1,1,0
0,2,1,0,13,1,1,1,1,1,1,4,4,1,3,9,1,0,0,0,0,0,1,1,2,1
1,4,0,0,19,2,1,1,1,3,1,1,3,3,13,2,0,0,0,0,0,0,0,1,1,0
1,4,0,1,51,2,1,1,1,1,3,2,8,9,4,6,0,0,0,0,0,0,0,2,2,0
1,4,0,0,81,4,4,2,4,4,3,1,11,5,13,7,0,0,0,0,0,0,0,2,3,0
0,2,0,0,32,1,1,1,4,2,1,1,8,1,5,8,0,0,0,0,0,0,0,1,2,1
1,2,0,1,84,1,1,1,1,1,1,2,3,1,6,5,0,0,0,0,0,0,0,3,2,1
1,4,0,0,87,2,1,3,1,1,2,1,2,8,6,1,0,0,0,0,0,0,0,2,1,1
1,4,0,1,99,2,1,1,1,2,2,2,5,2,11,4,0,0,0,0,0,0,0,2,3,0
1,5,0,0,96,4,3,5,3,3,1,1,5,6,10,2,0,0,0,0,0,0,1,2,3,0
1,4,0,0,40,3,2,3,1,2,1,1,3,5,12,1,0,0,1,1,0,0,0,1,1,1
1,4,0,0,3,1,3,3,2,1,2,1,4,6,4,2,0,0,0,0,0,0,0,2,2,1
1,3,0,1,98,2,1,1,1,1,1,6,4,5,7,6,0,1,0,0,0,0,1,2,3,0
1,3,0,0,73,2,1,2,3,2,2,1,5,3,4,2,0,0,0,0,0,0,0,2,2,0
1,2,0,1,90,1,1,1,1,1,2,3,1,4,4,3,0,0,0,0,0,0,0,3,2,1
0,1,0,0,29,1,1,1,1,1,1,1,1,0,3,6,0,0,0,0,0,0,0,3,2,1
1,3,1,1,3,1,1,1,1,1,1,3,2,2,2,7,0,0,0,0,0,0,1,3,2,0
1,3,0,2,94,1,1,1,1,1,1,1,2,1,4,3,0,0,0,0,0,0,0,2,2,1
1,2,0,0,65,1,1,1,1,1,1,1,1,0,2,6,0,0,0,0,0,0,0,1,1,0
1,2,1,1,33,1,1,1,1,1,1,3,2,0,3,8,0,0,0,0,0,0,1,3,2,0
1,3,0,0,46,1,1,1,2,3,1,2,8,4,6,6,0,0,0,0,0,0,0,2,2,0
1,4,0,0,29,2,1,2,3,1,1,1,10,7,10,4,0,0,0,1,0,0,0,2,1,1
1,4,0,1,99,2,1,2,1,1,1,3,9,3,5,4,0,0,0,0,0,0,0,2,2,0
1,4,2,0,26,1,4,1,1,2,1,2,8,2,8,4,0,0,0,0,0,0,0,1,1,1
1,4,0,1,30,4,1,2,1,1,5,3,5,2,11,8,1,0,0,0,0,0,0,1,1,0
1,5,0,0,27,4,1,2,1,1,1,1,3,4,7,1,0,1,1,1,0,0,1,1,1,0
1,2,1,0,24,1,1,1,1,1,1,3,4,1,4,7,0,0,0,0,0,0,0,2,1,0
1,4,1,0,93,3,3,3,2,3,2,2,8,4,8,4,1,0,1,0,0,0,0,1,3,1
1,2,1,0,34,1,1,1,1,1,1,1,1,1,3,2,0,0,0,0,0,0,0,2,1,0
1,2,0,1,88,2,1,1,1,1,1,2,9,3,6,8,0,0,0,0,0,0,0,3,2,0
1,4,0,1,96,3,1,1,1,1,4,3,2,4,5,7,1,0,0,0,0,0,0,3,1,1
1,2,1,0,10,1,1,1,1,1,1,1,1,1,2,7,1,0,0,0,0,0,1,2,3,1
1,2,1,0,26,1,1,1,1,1,1,1,1,0,2,8,0,0,0,0,0,0,0,1,2,1
1,3,0,1,49,3,2,1,1,1,2,4,7,5,10,5,0,0,0,0,0,0,0,2,3,0
1,2,1,0,11,1,1,1,1,1,1,2,2,1,3,6,0,0,0,0,0,0,0,2,3,0
1,3,0,0,44,2,1,2,1,1,1,3,5,4,8,4,0,0,0,0,0,0,0,3,2,1
1,3,1,0,75,1,1,1,1,1,1,3,4,1,5,7,0,0,0,0,0,0,0,1,2,1
1,4,0,0,64,3,2,2,3,5,3,1,3,2,5,1,0,0,0,0,0,0,0,2,3,1
0,5,0,0,19,2,1,3,2,4,2,1,5,3,8,2,0,0,1,0,0,0,1,2,3,0
1,2,1,0,45,1,1,1,1,1,1,2,2,0,3,7,0,0,0,0,0,0,0,1,3,1
1,3,0,1,77,2,3,2,1,4,4,6,11,5,9,6,0,0,0,0,0,0,0,2,2,0
1,3,1,1,9,1,1,1,1,1,1,1,1,0,2,7,0,0,0,0,0,0,0,3,1,0
1,4,0,1,1,3,1,2,1,1,1,2,5,4,5,4,0,0,0,0,0,0,0,2,3,1
1,3,0,0,90,2,1,1,1,1,3,1,11,1,8,7,0,0,0,0,0,0,0,3,2,1
1,1,1,0,43,1,1,1,1,1,1,2,1,0,3,7,0,0,0,0,0,0,0,1,1,1
1,4,0,0,79,2,5,4,4,5,5,1,5,6,4,3,0,0,0,0,0,0,0,2,3,1
1,1,1,0,19,1,1,1,1,1,1,5,4,1,2,9,1,0,0,0,0,0,1,2,3,1
1,3,0,1,99,1,1,1,1,1,1,1,2,0,3,6,0,0,0,0,0,0,0,2,1,1
1,4,0,0,62,2,1,4,2,2,1,1,6,5,12,2,0,0,0,1,0,0,0,3,1,1
1,4,0,0,41,1,4,2,4,2,3,1,3,8,11,1,0,0,0,0,0,0,0,2,1,0
1,3,2,1,60,1,1,1,1,1,1,7,6,3,5,7,0,0,0,0,0,0,0,2,2,1
1,5,0,0,17,2,1,1,2,1,4,1,11,6,8,4,0,0,1,0,0,0,0,1,2,1
1,2,1,1,24,1,1,1,1,1,1,1,0,0,3,5,0,0,0,0,0,0,0,3,2,0
1,3,1,1,60,2,1,1,1,1,1,8,7,2,6,8,0,0,0,0,0,0,0,3,3,1
1,4,1,1,57,2,1,1,1,1,3,7,4,2,10,3,0,0,0,0,0,0,0,1,2,1
1,3,1,2,74,1,1,1,1,1,1,5,6,1,4,8,0,0,0,0,0,0,0,3,2,0
1,5,1,1,22,4,1,2,1,1,1,3,4,3,4,5,0,1,1,1,0,0,0,2,2,0
1,4,0,0,46,4,1,4,1,2,1,1,4,8,13,2,0,1,1,1,0,0,1,3,1,1
1,4,0,1,69,2,2,2,4,4,4,2,8,5,4,4,0,0,0,0,0,0,0,2,2,1
1,4,0,1,29,1,1,1,2,1,1,1,4,1,7,2,0,0,0,0,0,0,0,3,1,1
0,1,1,0,37,1,1,1,1,1,1,1,1,0,2,7,0,0,0,0,0,0,0,1,3,1
1,3,0,1,26,2,4,3,2,1,2,2,7,5,6,4,0,0,0,0,0,0,0,2,3,1
1,4,0,1,8,4,1,1,1,1,1,4,6,9,11,5,0,0,0,0,0,0,0,3,2,0
1,2,1,1,26,1,1,1,1,1,1,2,3,0,3,8,0,0,0,0,0,0,0,3,3,1
1,3,1,2,79,1,1,1,1,1,1,3,2,1,3,5,0,0,0,0,0,0,0,3,1,0
0,2,1,0,71,1,1,1,1,1,1,2,3,0,4,6,0,0,0,0,0,0,0,1,2,1
1,4,0,0,83,2,1,2,3,1,1,1,6,9,5,3,0,0,0,1,0,0,0,2,1,1
1,4,0,0,57,4,1,2,2,1,4,1,4,4,11,1,0,0,1,0,0,0,0,3,2,1
0,1,1,0,37,1,1,1,1,1,1,3,2,0,4,5,0,0,0,0,0,0,0,2,1,1
1,4,0,0,30,1,1,2,3,3,1,1,3,8,12,1,0,0,0,0,0,0,0,1,1,0
1,2,1,0,34,1,1,1,1,1,1,1,1,0,2,7,1,0,0,0,0,0,0,2,2,0
0,3,0,0,0,3,3,2,1,1,2,1,10,10,7,6,1,0,0,0,0,0,1,3,1,1
1,4,0,0,89,2,2,4,2,2,2,1,6,10,5,2,0,0,0,0,0,0,0,2,1,1
1,3,0,1,92,2,1,1,1,1,1,2,3,2,10,3,0,0,0,0,0,0,0,3,2,1
1,3,0,1,87,2,2,2,3,3,3,1,6,4,13,4,0,0,0,0,0,0,0,2,1,0
1,4,0,0,20,3,5,4,1,1,1,1,8,5,11,8,0,1,1,1,0,0,1,2,3,1
1,4,0,0,56,3,3,2,3,3,2,1,8,6,6,3,0,0,0,0,0,0,0,1,1,1
0,3,0,0,28,2,1,2,2,3,2,1,7,3,13,4,0,0,0,0,0,0,0,1,3,1
1,3,0,1,55,3,1,2,1,1,1,5,7,6,5,6,0,0,0,0,0,0,1,2,3,1
1,3,0,1,25,3,1,1,1,1,3,5,3,4,8,8,0,0,0,0,0,0,0,2,2,1
1,2,1,0,0,1,1,1,1,1,1,2,2,1,3,4,0,0,0,0,0,0,0,1,3,1
1,2,0,1,86,1,1,1,1,1,1,1,3,2,2,5,0,0,0,0,0,0,0,2,1,1
0,2,1,0,8,1,1,1,1,1,1,2,3,0,3,7,0,0,0,0,0,0,0,1,2,1
1,4,1,1,33,1,1,2,1,2,1,2,8,1,8,6,0,0,0,0,0,0,0,2,1,0
1,4,0,0,13,3,3,2,4,2,1,1,6,4,10,3,0,0,0,0,0,0,0,1,2,1
1,2,1,0,12,1,1,1,1,1,1,1,2,1,2,7,1,0,0,0,0,0,1,1,2,0
1,4,0,0,92,1,1,2,1,1,5,1,2,11,5,1,0,0,0,0,0,0,0,3,1,0
1,3,0,1,90,1,1,1,1,1,2,3,3,2,4,6,0,0,0,0,0,0,0,3,2,1
1,4,0,0,8,2,2,5,5,1,2,1,3,6,7,2,0,0,0,0,0,0,0,2,3,1
1,4,0,0,6,2,3,2,3,4,3,1,11,5,12,6,0,0,0,0,0,0,0,1,3,1
0,3,0,1,91,1,1,1,1,1,2,1,2,1,4,4,0,0,0,0,0,0,0,2,2,1
1,3,0,1,52,2,1,1,1,1,2,4,6,1,7,6,0,0,0,0,0,0,0,3,2,1
1,4,0,1,3,1,1,2,2,1,2,2,5,2,12,2,0,0,0,0,0,0,0,1,2,1
1,4,0,0,57,3,3,2,3,1,4,1,8,5,6,3,0,0,0,0,0,0,0,3,1,1
1,2,1,1,9,2,1,1,1,1,3,8,7,3,7,8,0,0,0,0,0,0,1,2,2,0
1,2,1,1,22,1,1,1,1,1,1,3,2,0,4,7,0,0,0,0,0,0,0,2,2,1
1,1,0,1,76,1,1,1,1,1,1,0,0,0,1,20,0,0,0,0,0,0,0,3,3,1
1,2,1,1,86,1,1,1,1,1,1,1,1,0,2,7,0,0,0,0,0,0,0,3,3,1
1,2,0,1,64,1,1,1,1,1,1,2,2,1,3,6,0,0,0,0,0,0,0,2,2,0
1,4,0,0,90,3,1,2,2,1,1,1,2,11,4,1,0,0,0,0,0,0,0,3,1,1
1,3,1,1,79,1,1,1,1,1,1,2,1,0,3,3,0,0,0,0,0,0,0,3,1,0
1,4,0,1,28,2,1,3,5,4,3,2,6,9,5,2,0,0,0,0,0,0,0,2,2,0
1,4,0,0,86,2,1,3,2,5,1,1,4,4,10,1,0,0,0,0,0,0,0,2,1,0
1,2,1,1,42,1,1,1,1,1,1,2,1,0,3,4,0,0,0,0,0,0,0,2,1,1
1,1,1,0,39,1,1,1,1,1,1,1,1,1,2,7,0,0,0,0,0,0,0,2,1,0
1,2,1,0,8,1,1,1,1,1,1,1,1,0,2,7,0,0,0,0,0,0,0,2,1,1
1,2,1,0,40,1,1,1,1,1,1,1,1,0,3,8,0,0,0,0,0,0,0,2,2,1
0,1,1,0,5,1,1,1,1,1,1,2,2,0,3,7,0,0,0,0,0,0,0,1,3,1
1,1,1,1,96,1,1,1,1,1,1,5,3,0,4,7,0,0,0,0,0,0,0,2,1,1
1,2,0,1,28,2,2,1,1,1,4,6,6,8,4,7,1,0,0,0,0,0,1,2,3,0
1,3,1,0,22,2,1,1,1,1,3,6,7,1,8,7,1,0,0,0,0,0,0,1,1,1
1,2,0,1,30,1,1,1,1,1,1,4,7,1,5,9,0,0,0,0,0,0,0,2,3,0
1,3,0,0,45,2,5,4,2,2,2,1,3,6,4,2,0,0,0,0,0,0,0,3,3,1
1,4,0,0,58,1,1,3,1,1,1,1,5,4,7,2,0,1,1,1,0,0,1,3,3,1
1,1,0,0,49,1,1,1,1,1,1,1,2,0,3,7,1,0,0,0,0,0,0,3,2,0
1,3,1,1,37,1,1,1,1,1,1,4,3,3,5,4,0,0,0,0,0,0,0,1,2,1
1,3,0,1,70,1,1,1,1,1,1,2,1,1,5,3,0,0,0,0,0,0,0,2,2,0
1,3,0,0,33,1,1,1,1,1,1,1,4,1,7,7,0,1,0,0,0,0,0,2,3,0
1,4,0,1,98,2,1,1,2,1,1,3,10,3,7,6,0,0,0,0,0,0,0,3,1,1
0,3,0,1,17,2,2,2,1,1,4,3,11,4,8,8,0,0,0,0,0,0,0,2,3,0
1,4,0,0,54,3,3,4,4,3,1,1,6,5,12,3,0,0,0,0,0,0,0,2,3,1
1,1,1,0,39,1,1,1,1,1,1,3,4,0,3,8,0,0,0,0,0,0,0,2,1,1
1,3,0,1,81,2,1,1,1,1,1,4,4,4,9,4,0,0,0,0,0,0,0,2,1,1
1,3,1,1,71,1,1,1,1,1,1,1,1,0,3,5,0,0,0,0,0,0,0,3,2,0
1,2,1,1,62,1,1,1,1,1,1,3,2,1,4,6,0,0,0,0,0,0,0,3,3,1
1,4,0,0,8,3,4,2,1,4,1,1,6,8,13,2,0,0,0,0,0,0,0,3,2,0
1,3,0,0,76,4,2,2,3,2,1,3,2,8,12,8,0,1,0,1,1,0,1,3,2,1
1,3,0,2,66,2,1,1,1,1,1,6,7,1,7,7,0,0,0,0,0,0,0,2,2,1
1,3,0,1,83,1,1,1,1,1,1,1,1,1,3,2,0,0,0,0,0,0,0,2,1,1
1,3,0,1,28,1,1,1,1,1,1,4,3,4,6,3,0,0,0,0,0,0,0,3,2,1
1,3,1,1,87,3,2,1,1,1,3,7,3,2,8,8,0,1,0,0,0,0,0,2,2,1
1,4,0,1,43,3,1,3,3,5,2,2,5,9,6,2,0,0,0,0,0,0,0,2,2,0
1,2,0,0,0,1,1,1,1,1,1,1,1,1,2,6,0,0,0,0,0,0,0,1,2,1
1,1,1,0,1,1,1,1,1,1,1,2,2,0,3,8,0,0,0,0,0,0,1,2,2,0
